Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,BasketballScores.csproj,File,App_Code\Database.cs,240,16,"M:System.Data.SqlClient.SqlCommand.#ctor(System.String,System.Data.SqlClient.SqlConnection)",,,,,"var cmd = new SqlCommand(@""                      SELECT s.*, p.Name, p.JerseyNumber                      FROM PlayerGameStats s                      JOIN Players p ON s.PlayerId = p.Id                      WHERE s.GameId=@gid                      ORDER BY p.JerseyNumber"", conn);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,BasketballScores.csproj,File,App_Code\Database.cs,239,16,M:System.Data.SqlClient.SqlConnection.Open,,,,,conn.Open();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,BasketballScores.csproj,File,App_Code\Database.cs,237,12,T:System.Data.SqlClient.SqlConnection,,,,,"using (var conn = GetConnection())              {                  conn.Open();                  var cmd = new SqlCommand(@""                      SELECT s.*, p.Name, p.JerseyNumber                      FROM PlayerGameStats s                      JOIN Players p ON s.PlayerId = p.Id                      WHERE s.GameId=@gid                      ORDER BY p.JerseyNumber"", conn);                  cmd.Parameters.AddWithValue(""@gid"", gameId);                  using (var r = cmd.ExecuteReader())                      while (r.Read())                          list.Add(MapStat(r));              }"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,BasketballScores.csproj,File,App_Code\Database.cs,227,20,M:System.Data.SqlClient.SqlTransaction.Commit,,,,,tx.Commit();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,BasketballScores.csproj,File,App_Code\Database.cs,226,20,M:System.Data.SqlClient.SqlCommand.ExecuteNonQuery,,,,,cmd.ExecuteNonQuery();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,BasketballScores.csproj,File,App_Code\Database.cs,225,20,P:System.Data.SqlClient.SqlCommand.CommandText,,,,,"cmd.CommandText = ""DELETE FROM Games WHERE Id=@id"";"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,BasketballScores.csproj,File,App_Code\Database.cs,223,20,M:System.Data.SqlClient.SqlCommand.ExecuteNonQuery,,,,,cmd.ExecuteNonQuery();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,BasketballScores.csproj,File,App_Code\Database.cs,222,20,T:System.Data.SqlClient.SqlParameterCollection,,,,,"cmd.Parameters.AddWithValue(""@id"", id);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,BasketballScores.csproj,File,App_Code\Database.cs,222,20,P:System.Data.SqlClient.SqlCommand.Parameters,,,,,"cmd.Parameters.AddWithValue(""@id"", id);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,BasketballScores.csproj,File,App_Code\Database.cs,222,20,T:System.Data.SqlClient.SqlParameter,,,,,"cmd.Parameters.AddWithValue(""@id"", id);"
